Player_id,Player,Team,Age,GP,W,L,Min,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-
90,Andre Drummond,BKN,28,73,42,31,19.7,7.9,3.4,5.9,57,0,0,0,1.2,2.2,52.4,3.1,6.2,9.3,1.8,1.6,1.1,0.9,2.6,26.2,18,0,0.5
570,Josh Christopher,HOU,20,74,18,56,18,7.9,3,6.8,44.8,0.8,2.6,29.6,1.1,1.5,73.5,0.7,1.8,2.5,2,1.5,0.9,0.2,1.3,15.6,0,0,-3.7
332,Jordan Nwora,MIL,23,62,34,28,19.1,7.9,3,7.5,40.3,1.3,3.7,34.8,0.6,0.7,83.7,0.6,3,3.6,1,0.9,0.4,0.3,1.3,14.7,3,0,-1.2
386,Grant Williams,BOS,23,77,49,28,24.4,7.8,2.7,5.6,47.5,1.4,3.4,41.1,1.1,1.2,90.5,0.8,2.7,3.6,1,0.8,0.5,0.7,2.4,16.5,1,0,1.9
571,Zach Collins,SAS,24,28,14,14,17.9,7.8,2.7,5.5,49,0.5,1.5,34.1,1.9,2.3,80,1.6,3.8,5.5,2.2,1.6,0.5,0.8,2.4,19.9,1,0,1.4
330,Drew Eubanks,POR,25,71,19,52,17.5,7.7,3.1,5.2,59.6,0.1,0.3,21.7,1.4,1.8,76.2,1.8,3.5,5.4,1.2,1.1,0.4,0.6,1.7,17.8,7,0,-4.6
415,Cody Martin,CHA,26,71,41,30,26.3,7.7,2.9,6,48.2,0.9,2.2,38.4,1.1,1.5,70.1,1.2,2.9,4,2.5,0.9,1.2,0.5,1.6,20.5,0,0,-0.4
289,R.J. Hampton,ORL,21,64,15,49,21.9,7.6,2.7,7.1,38.3,1,2.9,35,1.2,1.8,64.1,0.4,2.7,3,2.5,1.4,0.7,0.2,1.6,16.2,0,0,-6.5
238,Aleksej Pokusevski,OKC,20,61,19,42,20.2,7.6,3,7.5,40.8,0.9,3.2,28.9,0.6,0.8,70,1.2,4,5.2,2.1,1.5,0.6,0.6,1.4,19.3,5,1,-0.7
208,Furkan Korkmaz,PHI,24,67,44,23,21.1,7.6,2.7,7,38.7,1.1,4,28.9,1,1.3,81,0.3,2.3,2.6,1.9,0.7,0.5,0.1,0.9,14.7,1,0,0.5
428,P.J. Tucker,MIA,37,71,45,26,27.9,7.6,2.9,6,48.4,1.1,2.7,41.5,0.6,0.9,73.8,1.4,4,5.5,2.1,0.9,0.8,0.2,2.3,19.4,5,0,3.2
301,Markieff Morris,MIA,32,17,10,7,17.5,7.6,3.2,6.7,47.4,0.8,2.3,33.3,0.5,0.5,88.9,1,1.6,2.6,1.4,1.2,0.4,0.1,1.9,12.9,0,0,1.1
572,Trendon Watford,POR,21,48,16,32,18.1,7.6,3,5.6,53.2,0.2,0.8,23.7,1.5,2,75.5,1.2,3,4.1,1.7,0.9,0.5,0.6,2.4,17.5,2,0,-7.3
513,Kris Dunn,POR,28,14,1,13,24,7.6,3.1,7.3,43.1,0.1,0.8,9.1,1.2,1.3,94.4,0.6,2.9,3.5,5.6,2.3,1.6,0.2,2.7,23.5,0,0,-6.6
135,Kyle Anderson,MEM,28,69,46,23,21.5,7.6,3,6.8,44.6,0.5,1.6,33,1,1.5,63.8,1,4.3,5.3,2.7,1,1.1,0.7,1.6,22.2,2,0,0.9
282,Draymond Green,GSW,32,46,34,12,28.9,7.5,2.9,5.6,52.5,0.3,1.2,29.6,1.3,2,65.9,1,6.3,7.3,7,3,1.3,1.1,3,30.9,4,1,4.2
223,Raul Neto,WAS,30,70,29,41,19.6,7.5,2.9,6.3,46.3,0.5,1.7,29.2,1.2,1.5,76.9,0.2,1.7,1.9,3.1,1.1,0.8,0,1.5,15.8,0,0,-1.2
360,D.J. Wilson,TOR,26,4,2,2,13.5,7.5,2.8,3.8,73.3,0,0.5,0,2,2.5,80,0.3,3.8,4,1.3,0.5,1.3,0.3,1.5,18.2,0,0,-4
114,Goran Dragic,BKN,36,21,10,11,23.7,7.5,2.7,7.2,37.7,0.8,3,25.4,1.3,1.6,81.8,0.6,2.5,3.1,4.1,1.6,0.9,0.2,2.1,19,0,0,0.3
573,Jeremiah Robinson-Earl,OKC,21,49,15,34,22.2,7.5,2.7,6.6,41.4,1.2,3.4,35.2,0.8,1.1,74.1,1.5,4.1,5.6,1,0.8,0.6,0.3,1.5,17.6,3,0,-4.9
97,Thomas Bryant,WAS,24,27,8,19,16.3,7.4,2.9,5.5,52,0.4,1.6,28.6,1.3,1.5,87.5,1,3,4,0.9,0.7,0.2,0.8,1.6,15.8,0,0,-2.8
315,Alex Caruso,CHI,28,41,24,17,28,7.4,2.5,6.2,39.8,1,3.1,33.3,1.4,1.8,79.5,0.8,2.8,3.6,4,1.4,1.7,0.4,2.6,22.7,1,0,2.7
310,Damion Lee,GSW,29,63,41,22,19.9,7.4,2.7,6.1,44.1,1,3,33.7,1,1.2,88,0.4,2.8,3.2,1,0.6,0.6,0.1,1.5,14.3,0,0,1.5
245,Kenrich Williams,OKC,27,49,17,32,21.9,7.4,3,6.5,46.1,0.8,2.5,33.9,0.6,1.1,54.5,1.5,3,4.5,2.2,0.9,0.9,0.2,1.7,18.5,0,0,0.5
286,Royce O'Neale,UTA,29,77,46,31,31.2,7.4,2.6,5.8,45.7,1.5,4,38.9,0.6,0.7,80.4,0.8,3.9,4.8,2.5,1,1.1,0.4,2.4,20.4,3,0,3
532,Jared Harper,NOP,24,5,2,3,8.6,7.4,2.8,5.2,53.8,1,2.4,41.7,0.8,0.8,100,0.4,0,0.4,2.8,0.4,0.8,0.2,1,14.7,0,0,1.4
475,Wes Iwundu,ATL,27,3,2,1,27.4,7.3,2.7,6,44.4,1,1.7,60,1,1.3,75,1,3.3,4.3,0,0.3,0.3,0,2.7,13.2,0,0,0
183,Jeremy Lamb,SAC,30,56,23,33,16.7,7.3,2.4,6.2,38.3,1,3,32.4,1.6,1.9,84,0.5,2.3,2.8,1.4,0.7,0.6,0.4,1.1,15,0,0,0.4
574,Austin Reaves,LAL,24,61,28,33,23.2,7.3,2.4,5.2,45.9,0.9,2.7,31.7,1.6,1.9,83.9,0.7,2.4,3.2,1.8,0.7,0.5,0.3,1.4,15.5,1,1,0.9
197,Taurean Prince,MIN,28,69,40,29,17.1,7.3,2.6,5.7,45.4,1.2,3.3,37.6,0.9,1.2,75.6,0.4,2.1,2.5,1,0.8,0.7,0.3,1.7,14.1,0,0,-0.1
143,Joe Ingles,POR,34,45,28,17,24.9,7.2,2.6,6.3,40.4,1.7,5,34.7,0.4,0.5,77.3,0.3,2.6,2.9,3.5,1,0.5,0.1,1.8,16.8,0,0,4.1
575,Keon Johnson,POR,20,37,8,29,18.8,7.2,2.6,7.4,35.3,0.9,2.7,34,1.1,1.4,80.4,0.6,1.5,2.2,2.1,1.2,0.8,0.3,1.9,14.9,0,0,-7.8
430,Javonte Green,CHI,28,65,38,27,23.4,7.2,2.7,5,54.2,0.6,1.6,35.6,1.2,1.5,83.3,1.4,2.8,4.2,0.9,0.5,1,0.5,2,17.8,0,0,0.3
576,Braxton Key,DET,25,11,5,6,17.9,7.2,3,6.5,45.8,0.5,1.9,28.6,0.6,1.2,53.8,1.2,3.4,4.5,1,1,0.9,1,2.4,18.9,0,0,2.5
171,Ty Jerome,OKC,24,48,15,33,16.7,7.1,2.6,6.8,37.8,1.1,3.9,29,0.8,1,80.9,0.4,1.2,1.6,2.3,0.8,0.6,0.1,1.5,13.9,0,0,-0.1
182,Theo Maledon,OKC,21,51,14,37,17.8,7.1,2.3,6.2,37.5,0.9,2.9,29.3,1.5,2,79,0.4,2.2,2.6,2.2,1.3,0.6,0.2,1.3,14.6,1,0,-3.9
466,Gary Payton II,GSW,29,71,47,24,17.6,7.1,3,4.8,61.6,0.6,1.7,35.8,0.5,0.8,60.3,1,2.5,3.5,0.9,0.6,1.4,0.3,1.8,17,1,0,2.5
210,Robin Lopez,ORL,34,36,9,27,17,7.1,3.1,5.5,55.3,0.1,0.2,33.3,0.9,1.5,59.3,1.9,1.6,3.5,1.5,1.2,0.1,0.5,1.9,14,3,0,-1.8
367,Sekou Doumbouya,LAL,21,2,0,2,8.2,7,2.5,4,62.5,0.5,1,50,1.5,2,75,1,2,3,0,1,1.5,1,0.5,17.1,0,0,12
364,Goga Bitadze,IND,22,50,17,33,14.6,7,2.6,5,52,0.5,1.6,28.8,1.3,1.9,68.1,1.6,2,3.5,1.1,0.9,0.4,0.8,2.1,15.7,2,0,-0.6
201,Larry Nance Jr.,NOP,29,46,19,27,22.6,7,2.8,5.4,52.2,0.5,1.5,32.9,0.9,1.2,70.2,1.6,3.8,5.4,1.8,0.8,0.9,0.4,1.8,19.4,0,0,-1.3
281,Maxi Kleber,DAL,30,59,36,23,24.6,7,2.4,6,39.8,1.4,4.3,32.5,0.8,1.1,70.8,1.2,4.7,5.9,1.2,0.8,0.5,1,2.3,19.5,2,0,2
577,Olivier Sarr,OKC,23,22,6,16,19.1,7,2.6,4.6,57.4,0.6,1.3,44.8,1.1,1.3,82.8,1.5,2.7,4.2,0.9,1,0.3,0.7,2.4,15.2,1,0,-1.3
261,Steven Adams,MEM,28,76,51,25,26.3,6.9,2.8,5.1,54.7,0,0,0,1.4,2.6,54.3,4.6,5.4,10,3.4,1.5,0.9,0.8,2,27.4,14,0,4.6
350,Jarred Vanderbilt,MIN,23,74,41,33,25.4,6.9,2.9,4.9,58.7,0,0.2,14.3,1.2,1.8,65.6,2.9,5.5,8.4,1.3,1,1.3,0.6,2.4,23.8,8,0,2.2
296,Killian Hayes,DET,20,66,21,45,25,6.9,2.7,7,38.3,0.7,2.5,26.3,0.9,1.1,77,0.5,2.6,3.2,4.2,1.7,1.2,0.5,2.8,20.4,2,0,-5.6
162,Serge Ibaka,MIL,32,54,30,24,16.3,6.8,2.7,5.5,50,0.7,1.8,37.4,0.6,0.8,72.7,1.1,3.5,4.6,0.9,0.8,0.2,0.6,1.9,15.3,3,0,-1
358,Mason Jones,LAL,23,4,2,2,12.6,6.8,1.8,3.8,46.7,0.3,1,25,3,3.8,80,0.3,2.3,2.5,1,0.3,0.5,0,2,12.5,0,0,5.8
578,Brandon Boston,LAC,20,51,26,25,14.9,6.7,2.5,6.4,38.5,0.7,2.2,30.6,1.2,1.4,81.9,0.3,1.8,2.2,1,0.6,0.5,0.3,0.8,12.5,0,0,-0.7
194,Wayne Ellington,LAL,34,43,15,28,18.8,6.7,2.3,5.5,41.4,1.9,4.9,38.9,0.2,0.3,81.8,0.2,1.6,1.8,0.7,0.4,0.5,0.1,1,11.4,0,0,-1.4
396,Stanley Johnson,LAL,26,48,16,32,22.8,6.7,2.4,5.2,46.6,0.7,2.2,31.4,1.1,1.5,71.6,0.7,2.5,3.2,1.7,0.7,0.9,0.3,2.3,15.9,0,0,-1
579,Georgios Kalaitzakis,OKC,23,13,8,5,16.4,6.6,2.4,5.2,46.3,0.8,2,38.5,1.1,2.3,46.7,0.5,1.2,1.6,0.9,1.5,0.8,0.2,1.5,11.4,0,0,-10.3
345,Torrey Craig,PHX,31,78,36,42,20.5,6.6,2.6,5.7,45.4,1,3,32.9,0.5,0.7,75,1.1,2.9,4,1.2,0.9,0.6,0.5,1.9,15.4,3,0,-2.4
436,Zeke Nnaji,DEN,21,41,24,17,17,6.6,2.3,4.5,51.6,0.9,2,46.3,1,1.6,63.1,1.4,2.2,3.6,0.4,0.6,0.4,0.3,1.9,13.1,0,0,-1.1
177,Mason Plumlee,CHA,32,73,40,33,24.6,6.5,2.8,4.4,64.1,0,0,0,0.9,2.3,39.2,2.4,5.3,7.7,3.1,1.4,0.8,0.7,3.1,23.7,7,0,0.1
580,BJ Johnson,ORL,26,4,2,2,16.1,6.5,2.8,6.3,44,1,2.5,40,0,0,0,1.5,2.3,3.8,0,0,0,0.3,1,11.8,0,0,-3
240,JaMychal Green,DEN,32,67,36,31,16.2,6.4,2.4,4.9,48.6,0.5,1.9,26.6,1.2,1.4,87.1,1.2,3,4.2,0.9,0.9,0.6,0.4,2.4,15,1,0,-1.3
117,Josh Jackson,SAC,25,51,12,39,16.3,6.4,2.4,5.9,40,0.6,2.5,25.4,1.1,1.5,71.4,0.4,2.4,2.8,1.1,0.9,0.5,0.4,1.7,13.2,0,0,-3.1
165,Blake Griffin,BKN,33,56,29,27,17.1,6.4,2.4,5.6,42.5,0.7,2.6,26.2,1,1.4,72.4,1.1,3,4.1,1.9,0.6,0.5,0.3,1.7,15.8,1,0,-1.7
581,Brandon Knight,DAL,30,5,2,3,12.9,6.4,2,5,40,0.8,3.4,23.5,1.6,1.6,100,0,1.6,1.6,1.6,0.8,0.2,0,1,10.5,0,0,-1.2
582,Justin Anderson,IND,28,16,3,13,19.7,6.4,2.3,5.9,37.9,0.9,3.7,25.4,0.9,1.2,78.9,0.3,2.6,2.9,2.1,0.5,0.5,0.4,1.4,15,0,0,-0.9
583,Isaiah Livers,DET,23,19,8,11,20.2,6.4,2.2,4.7,45.6,1.4,3.4,42.2,0.6,0.7,85.7,0.8,2.2,3,1.1,0.8,0.7,0.4,1.9,14,1,0,-0.5
314,Avery Bradley,LAL,31,62,27,35,22.7,6.4,2.4,5.6,42.3,1.3,3.4,39,0.3,0.3,88.9,0.5,1.7,2.2,0.8,0.6,0.9,0.1,1.9,12.5,0,0,-2.9
276,Aaron Holiday,PHX,25,63,34,29,16.2,6.3,2.4,5.4,44.7,0.6,1.6,37.9,0.9,1.1,86.8,0.4,1.6,1.9,2.4,1.1,0.7,0.1,1.5,13.7,0,0,-0.6
584,Derrick Walton Jr.,DET,27,3,1,2,36.1,6.3,2,8.7,23.1,1,4.3,23.1,1.3,1.3,100,0.7,2.7,3.3,7,3.7,2.3,1.3,2.7,28.2,0,0,-1
154,Lou Williams,ATL,35,56,33,23,14.3,6.3,2.2,5.7,39.1,0.7,1.8,36.3,1.2,1.4,85.9,0.3,1.3,1.6,1.9,0.8,0.5,0.1,0.9,11.9,0,0,0.3
298,Ish Smith,WAS,33,65,27,38,17.3,6.3,2.8,6.6,43,0.4,1,37.3,0.2,0.4,62.5,0.4,1.8,2.2,3.8,1.2,0.7,0.4,1.2,16.6,1,0,-2.4
280,Dewayne Dedmon,MIA,32,67,43,24,15.9,6.3,2.4,4.3,56.6,0.3,0.7,40.4,1.1,1.5,75,1.6,4.2,5.8,0.7,1,0.4,0.6,2.6,16.2,3,0,0.7
585,Hassani Gravett,ORL,25,8,2,6,21.4,6.3,2.3,4.8,47.4,1.4,3.3,42.3,0.4,0.5,75,0.1,2.5,2.6,2.5,1.1,0.6,0.1,1.6,14.3,0,0,-0.3
586,Vít Krejčí,OKC,22,30,8,22,23,6.2,2.3,5.6,40.7,1.1,3.3,32.7,0.6,0.7,86.4,0.6,2.8,3.4,1.9,1,0.6,0.3,2.2,14.9,1,0,-6
251,Payton Pritchard,BOS,24,71,46,25,14.1,6.2,2.3,5.3,42.9,1.4,3.5,41.2,0.3,0.3,100,0.5,1.4,1.9,2,0.6,0.4,0.1,0.9,12.2,0,0,0.9
587,Chaundee Brown Jr.,ATL,23,5,1,4,20.7,6.2,2,6.4,31.3,1.2,3.6,33.3,1,1.2,83.3,0.2,3,3.2,0.8,0.2,0.4,0,1.4,12.2,0,0,-4
287,Dwight Howard,LAL,36,60,21,39,16.2,6.2,2.2,3.7,61.2,0.1,0.3,53.3,1.6,2.4,65.8,2,4,5.9,0.6,0.8,0.6,0.6,1.9,16.9,5,0,-2.1
142,Thaddeus Young,TOR,34,52,27,25,16.3,6.2,2.7,5.2,51.8,0.3,0.9,35.4,0.4,0.9,46.9,1.5,2.5,4,2,1,1,0.3,1.6,17.1,0,0,0.4
588,Day'Ron Sharpe,BKN,20,32,12,20,12.2,6.2,2.7,4.7,57.7,0.1,0.2,28.6,0.8,1.3,58.5,2.5,2.5,5,0.5,0.9,0.3,0.5,1.9,14.4,2,0,1.8
224,George Hill,MIL,36,54,36,18,23.2,6.2,2.2,5.1,42.9,0.8,2.5,30.6,1.1,1.1,91.9,0.7,2.2,2.9,2.2,0.8,0.8,0.1,1.3,14.9,0,0,5.8
270,Jalen McDaniels,CHA,24,55,34,21,16.3,6.2,2.2,4.6,48.4,0.7,2,38,1,1.3,73.6,0.7,2.4,3.1,1.1,0.7,0.5,0.4,1.7,13.4,1,0,0.8
589,Jose Alvarado,NOP,24,54,25,29,15.4,6.1,2.4,5.4,44.6,0.6,2,29.1,0.7,1,67.9,0.5,1.4,1.9,2.8,0.7,1.3,0.1,1.4,16.1,1,0,2.6
311,Nemanja Bjelica,GSW,34,71,48,23,16.1,6.1,2.3,4.8,46.8,0.8,2.1,36.2,0.8,1.1,72.8,0.9,3.3,4.1,2.2,1.2,0.6,0.4,1.8,16,3,0,1.8
404,Lamar Stevens,CLE,24,63,35,28,16.1,6.1,2.5,5.1,48.9,0.3,1,27.7,0.8,1.2,70.7,0.7,1.9,2.6,0.7,0.7,0.5,0.3,1.7,11.9,0,0,-0.6
259,Tristan Thompson,CHI,31,57,20,37,15.7,6,2.5,4.7,52.8,0,0.1,33.3,1.1,2,52.6,2.1,2.9,5.1,0.6,0.8,0.4,0.4,1.7,14.5,1,0,-1.1
307,Alex Len,SAC,29,39,17,22,15.9,6,2.4,4.5,53.4,0.2,0.5,28.6,1.1,1.6,65.1,1.3,2.8,4.1,1.2,1.1,0.3,0.6,2.6,14.5,2,0,-1.9
246,Austin Rivers,DEN,29,67,41,26,22.1,6,2.2,5.2,41.7,1.2,3.4,34.2,0.5,0.7,72.7,0.3,1.4,1.7,1.3,0.8,0.8,0.1,1.8,11.8,0,0,0.8
405,Kevon Looney,GSW,26,82,53,29,21.1,6,2.5,4.4,57.1,0,0,0,0.9,1.5,60,2.5,4.7,7.3,2,0.8,0.6,0.6,2.6,20.6,5,0,2
465,Tre Jones,SAS,22,69,32,37,16.6,6,2.4,4.9,49,0.1,0.7,19.6,1,1.3,78,0.4,1.8,2.2,3.4,0.7,0.6,0.1,1.1,15.2,3,0,-0.2
590,Quentin Grimes,NYK,22,46,21,25,17.1,6,2.1,5.1,40.4,1.6,4.1,38.1,0.3,0.4,68.4,0.5,1.5,2,1,0.6,0.7,0.2,1.6,12,0,0,-1.2
591,Kessler Edwards,BKN,21,48,22,26,20.6,5.9,2.3,5.6,41.2,1,2.8,35.3,0.3,0.4,84.2,0.9,2.7,3.6,0.6,0.9,0.6,0.5,1.8,13.6,1,0,-1.3
218,Danuel House Jr.,UTA,29,42,18,24,17.3,5.9,1.9,4.7,40.4,1,2.8,37.6,1,1.4,75.9,0.4,2.2,2.6,1,0.8,0.5,0.4,1.2,12.6,0,0,1.5
198,Danny Green,PHI,35,62,37,25,21.8,5.9,2,5.2,39.4,1.7,4.4,38,0.2,0.2,78.6,0.5,2,2.5,1,0.7,1,0.6,1.7,14.5,0,0,1.3
317,Kira Lewis Jr.,NOP,21,24,6,18,14.2,5.9,2.5,6.1,40.4,0.5,2.4,22.4,0.4,0.5,83.3,0.4,1.3,1.6,2,1.1,0.5,0,0.7,11.3,0,0,-4.5
479,CJ Elleby,POR,22,58,17,41,20.2,5.8,2.1,5.3,39.3,0.6,2.2,29.4,1,1.4,71.4,1.1,2.8,3.9,1.5,1,0.6,0.3,2,14.6,0,0,-6
371,Bismack Biyombo,PHX,29,36,30,6,14.1,5.8,2.4,4,59.3,0,0,0,1.1,2,53.5,1.8,2.9,4.6,0.6,0.7,0.3,0.7,1.9,14.8,6,0,1.4
592,Luka Garza,DET,23,32,3,29,12.2,5.8,2.1,4.6,44.9,0.5,1.5,32.7,1.2,1.9,62.3,1.8,1.3,3.1,0.6,0.6,0.3,0.2,1.7,11.3,2,0,-2
593,Xavier Moon,LAC,27,10,7,3,13.7,5.8,2.5,5.1,49,0.5,1.4,35.7,0.3,0.5,60,0.2,1.2,1.4,2.4,0.6,0.7,0.3,0.9,13.5,0,0,0.2
508,Cassius Stanley,DET,22,9,3,6,17.2,5.8,2.1,5.1,41.3,0.4,1.9,23.5,1.1,1.1,100,0.6,1.6,2.1,0.4,0.7,0.6,0.2,1.9,10.6,0,0,-1.7
594,Joshua Primo,SAS,19,50,22,28,19.3,5.8,2,5.4,37.4,0.8,2.7,30.7,0.9,1.2,74.6,0.6,1.6,2.3,1.6,1.1,0.4,0.5,1.6,12.3,0,0,-1.6
196,Eric Paschall,UTA,25,58,36,22,12.7,5.8,2,4.1,48.5,0.7,1.9,37,1.1,1.5,76.7,0.5,1.3,1.8,0.6,0.5,0.2,0.1,0.9,9.1,0,0,-0.5
416,Carsen Edwards,DET,24,4,1,3,19.8,5.8,2.3,7.5,30,1,4,25,0.3,0.3,100,0.5,1,1.5,3.5,1.3,0.5,0,1,13.1,0,0,-3
417,Matisse Thybulle,PHI,25,66,43,23,25.5,5.7,2.3,4.5,50,0.7,2.2,31.3,0.5,0.7,79.1,0.6,1.7,2.3,1.1,0.6,1.7,1.1,2.4,18.1,0,0,1.3
291,Justise Winslow,POR,26,48,24,24,16.1,5.7,2.3,5.4,42.8,0.3,1.4,22.7,0.8,1.4,59.1,1,3.2,4.2,1.8,1,0.7,0.5,1.4,16.1,2,0,0.6
391,Kelan Martin,BOS,26,30,14,16,15,5.7,2.3,5.7,40.9,0.7,2.5,29.3,0.3,0.4,69.2,0.6,1.3,1.8,0.7,0.5,0.4,0.3,1.2,10.7,0,0,-1.8
255,Naji Marshall,NOP,24,55,23,32,13.4,5.7,2,4.9,40.5,0.4,1.9,20,1.3,1.7,79.6,0.7,1.9,2.6,1.1,0.8,0.6,0.1,1.3,11.9,1,0,-0.9
460,Keita Bates-Diop,SAS,26,59,23,36,16.2,5.7,2.3,4.5,51.7,0.3,0.9,30.9,0.8,1,75.4,1.1,2.9,3.9,0.7,0.8,0.5,0.2,1,12.7,1,0,0.1
595,Keifer Sykes,IND,28,32,6,26,17.7,5.6,2.2,5.9,36.3,0.8,2.8,30,0.5,0.5,88.2,0.3,1.2,1.4,1.9,1,0.4,0.1,1.6,10.7,0,0,-2.2
338,Saben Lee,DET,23,37,8,29,16.3,5.6,1.9,4.8,39,0.4,1.6,23.3,1.5,1.9,78.9,0.5,1.9,2.4,2.9,1,1,0.3,1.2,15.7,1,0,-2.2
292,Derrick Jones Jr.,CHI,25,51,28,23,17.6,5.6,2.1,3.8,53.8,0.4,1.2,32.8,1.1,1.4,80,1.2,2.1,3.3,0.6,0.6,0.5,0.6,2.1,13.3,0,0,0.8
300,Dennis Smith Jr.,POR,24,37,15,22,17.3,5.6,2.1,5.1,41.8,0.2,0.7,22.2,1.1,1.7,65.6,0.5,1.8,2.4,3.6,1.4,1.2,0.3,1.4,17,0,0,-3.7
148,Davis Bertans,DAL,29,56,32,24,14.4,5.6,1.8,4.9,36,1.4,4.1,33.5,0.6,0.7,90,0.2,1.9,2.1,0.6,0.3,0.3,0.2,1.5,10.1,0,0,0.5
273,James Johnson,BKN,35,62,30,32,19.2,5.5,2.3,5,46.9,0.4,1.4,27.1,0.5,0.9,52.7,0.8,2.6,3.5,2.1,0.8,0.5,0.5,2.6,15.1,1,0,-1
596,Greg Monroe,MIN,32,14,7,7,13.9,5.4,2.3,4.1,56.1,0,0,0,0.9,1.6,52.2,2.1,2.4,4.6,1.6,0.9,0.6,0.7,1.7,16.3,0,0,0.4
431,Wenyen Gabriel,LAL,25,26,8,18,13.8,5.4,2.1,4.2,49.1,0.3,1.1,28.6,1,1.6,59.5,1.5,2.2,3.7,0.5,0.6,0.2,0.4,2.6,11.9,1,0,1.7
253,PJ Dozier,DEN,25,18,9,9,18.9,5.4,2,5.5,36.4,0.8,2.7,31.3,0.6,0.7,76.9,0.8,2.7,3.5,1.6,0.7,0.6,0.3,1.8,14.1,0,0,-5
597,Trey Murphy III,NOP,22,62,31,31,13.9,5.4,1.8,4.5,39.4,1.1,3,38.2,0.7,0.8,88.2,0.8,1.6,2.4,0.6,0.3,0.4,0.1,1,10.3,0,0,0
333,Rodney McGruder,DET,30,51,13,38,14.8,5.4,1.9,4.4,43.6,1.1,2.9,39.7,0.4,0.5,73.1,0.6,1.6,2.2,0.9,0.5,0.4,0.1,1.1,10.6,0,0,-1.1
256,D.J. Augustin,LAL,34,55,15,40,16.1,5.3,1.7,4,42.3,1.2,3,41.5,0.7,0.8,88.4,0.2,1,1.2,1.9,1,0.3,0,0.7,9.7,0,0,-3.2
598,Omer Yurtseven,MIA,24,56,39,17,12.6,5.3,2.3,4.4,52.6,0,0.2,9.1,0.7,1.1,62.3,1.5,3.7,5.3,0.9,0.7,0.3,0.4,1.5,14.2,8,0,1.1
160,Armoni Brooks,TOR,24,54,20,34,15.6,5.3,1.8,5.4,33.9,1.4,4.6,29.7,0.3,0.4,85.7,0.4,1.5,1.9,1.1,0.5,0.5,0.2,1.4,11,0,0,-1.5
346,Derrick Favors,OKC,30,39,15,24,16.7,5.3,2.4,4.7,51.6,0.1,0.4,12.5,0.4,0.6,64,1.5,3.2,4.7,0.6,0.2,0.4,0.3,1.6,13.9,1,0,-3.7
328,Dean Wade,CLE,25,51,27,24,19.2,5.3,1.9,4.3,45.6,1,2.8,35.9,0.4,0.6,66.7,0.6,2.3,2.9,1,0.3,0.6,0.1,1.7,12.1,1,0,0.7
260,Garrett Temple,NOP,36,59,23,36,18.6,5.2,1.9,5,37.6,1,3.1,31.9,0.5,0.7,68.3,0.5,1.9,2.4,1.3,0.7,0.7,0.4,1.4,12.7,0,0,-5.5
200,Cody Zeller,POR,29,27,13,14,13.1,5.2,1.9,3.3,56.7,0,0.1,0,1.4,1.8,77.6,1.9,2.8,4.6,0.8,0.7,0.3,0.2,2.1,12.8,0,0,-1
325,Facundo Campazzo,DEN,31,65,38,27,18.2,5.1,1.6,4.6,36.1,0.9,3,30.1,0.9,1.2,76.9,0.4,1.4,1.8,3.4,1,1,0.4,1.9,15.3,2,0,-3.3
304,Trey Burke,DAL,29,42,24,18,10.5,5.1,2,5.1,39.1,0.6,2,31.7,0.5,0.5,87,0.1,0.7,0.8,1.4,0.6,0.3,0,0.9,8.3,0,0,-0.2
380,Wesley Matthews,MIL,35,49,33,16,20.5,5.1,1.8,4.5,39.5,1.1,3.2,33.8,0.4,0.6,78.6,0.6,1.3,1.9,0.7,0.4,0.5,0.2,1.8,10,0,0,2.8
331,DeAndre' Bembry,MIL,27,56,31,25,18.3,5.1,2.2,3.9,56.1,0.3,0.6,41.7,0.4,0.6,60,0.8,2.2,2.9,1.2,0.6,0.9,0.4,2,13.7,0,0,-0.5
206,David Nwaba,HOU,29,46,6,40,13.2,5.1,1.8,3.8,48.3,0.3,1.1,30.6,1,1.5,71.6,0.9,2.4,3.3,0.8,0.5,0.6,0.4,1.2,12.8,0,0,-2.5
285,Ignas Brazdeikis,ORL,23,42,9,33,12.8,5,1.9,4.5,43.1,0.6,2.1,31,0.5,0.8,65.6,0.5,1.2,1.7,0.9,0.4,0.2,0.1,1.1,8.9,0,0,-4.1
599,Jock Landale,SAS,26,54,24,30,10.9,4.9,1.9,3.8,49.5,0.5,1.6,32.6,0.6,0.8,82.9,1.2,1.4,2.6,0.8,0.6,0.2,0.3,1,10,1,0,-0.3
400,John Konchar,MEM,26,72,48,24,17.9,4.8,1.9,3.6,51.5,0.7,1.8,41.3,0.4,0.7,55.1,1.2,3.4,4.6,1.5,0.4,0.6,0.3,1.3,15,3,1,1.3
349,Rajon Rondo,CLE,36,39,16,23,17.9,4.8,1.7,4.5,38.6,0.8,2.3,35.2,0.5,0.7,73.1,0.4,2.4,2.8,4.4,1.7,0.8,0.2,1.4,15.7,1,0,-2.8
463,Josh Green,DAL,21,67,44,23,15.5,4.8,1.9,3.8,50.8,0.4,1.2,35.9,0.5,0.7,68.9,0.8,1.6,2.4,1.2,0.7,0.7,0.2,1.7,11.4,1,0,1
